Building,Floor,Suite,Room,Bed,Room Type,Suite Size (if applicable),Room Gender,Room Profile
GODDARD HOUSE,GODDARD FL 2,GODDARD 346,GODDARD 346,GODDARD 346‐1,Double,,CoEd,24‐25 Spring General Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 346,GODDARD 346,GODDARD 346‐2,Double,,CoEd,24‐25 Spring General Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 347,GODDARD 347,GODDARD 347‐1,Double,,CoEd,24‐25 Spring General Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 347,GODDARD 347,GODDARD 347‐2,Double,,CoEd,24‐25 Spring General Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 348,GODDARD 348,GODDARD 348‐1,Double,,CoEd,24‐25 Spring General Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 348,GODDARD 348,GODDARD 348‐2,Double,,CoEd,24‐25 Spring General Selection
GODDARD HOUSE,GODDARD FL 4,GODDARD 402,GODDARD 402,GODDARD 402‐1,Double,,CoEd,24‐25 Spring General Selection
GODDARD HOUSE,GODDARD FL 4,GODDARD 402,GODDARD 402,GODDARD 402‐2,Double,,CoEd,24‐25 Spring General Selection
GODDARD HOUSE,GODDARD FL 4,GODDARD 404,GODDARD 404,GODDARD 404‐1,Double,,CoEd,24‐25 Spring General Selection
GODDARD HOUSE,GODDARD FL 4,GODDARD 404,GODDARD 404,GODDARD 404‐2,Double,,CoEd,24‐25 Spring General Selection
GODDARD HOUSE,GODDARD FL 4,GODDARD 406,GODDARD 406,GODDARD 406‐1,Double,,CoEd,24‐25 Spring General Selection
GODDARD HOUSE,GODDARD FL 4,GODDARD 406,GODDARD 406,GODDARD 406‐2,Double,,CoEd,24‐25 Spring General Selection
GRAD CENTER A,GRADCTR A FL 1,GRADCTR A 130,GRADCTR A 130 133,GRADCTR A 130 133‐1,Single (Suite/Apartment),5,DynamicGender,24‐25 Spring General Selection
GRAD CENTER A,GRADCTR A FL 1,GRADCTR A 130,GRADCTR A 130 134,GRADCTR A 130 134‐1,Single (Suite/Apartment),5,DynamicGender,24‐25 Spring General Selection
GRAD CENTER A,GRADCTR A FL 1,GRADCTR A 140,GRADCTR A 140 141,GRADCTR A 140 141‐1,Single (Suite/Apartment),5,DynamicGender,24‐25 Spring General Selection
GRAD CENTER A,GRADCTR A FL 1,GRADCTR A 140,GRADCTR A 140 142,GRADCTR A 140 142‐1,Single (Suite/Apartment),5,DynamicGender,24‐25 Spring General Selection
GRAD CENTER A,GRADCTR A FL 1,GRADCTR A 140,GRADCTR A 140 143,GRADCTR A 140 143‐1,Single (Suite/Apartment),5,DynamicGender,24‐25 Spring General Selection
GRAD CENTER A,GRADCTR A FL 1,GRADCTR A 140,GRADCTR A 140 144,GRADCTR A 140 144‐1,Single (Suite/Apartment),5,DynamicGender,24‐25 Spring General Selection
GRAD CENTER A,GRADCTR A FL 1,GRADCTR A 140,GRADCTR A 140 145,GRADCTR A 140 145‐1,Single (Suite/Apartment),5,DynamicGender,24‐25 Spring General Selection
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 220,GRADCTR A 220 222,GRADCTR A 220 222‐1,Single (Suite/Apartment),5,DynamicGender,24‐25 Spring General Selection
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 220,GRADCTR A 220 223,GRADCTR A 220 223‐1,Single (Suite/Apartment),5,DynamicGender,24‐25 Spring General Selection
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 220,GRADCTR A 220 224,GRADCTR A 220 224‐1,Single (Suite/Apartment),5,DynamicGender,24‐25 Spring General Selection
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 220,GRADCTR A 220 225,GRADCTR A 220 225‐1,Single (Suite/Apartment),5,DynamicGender,24‐25 Spring General Selection
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 230,GRADCTR A 230 231,GRADCTR A 230 231‐1,Single (Suite/Apartment),4,DynamicGender,24‐25 Spring General Selection
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 230,GRADCTR A 230 232,GRADCTR A 230 232‐1,Single (Suite/Apartment),4,DynamicGender,24‐25 Spring General Selection
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 230,GRADCTR A 230 233,GRADCTR A 230 233‐1,Single (Suite/Apartment),4,DynamicGender,24‐25 Spring General Selection
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 230,GRADCTR A 230 234,GRADCTR A 230 234‐1,Single (Suite/Apartment),4,DynamicGender,24‐25 Spring General Selection
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 240,GRADCTR A 240 241,GRADCTR A 240 241‐1,Single (Suite/Apartment),6,DynamicGender,24‐25 Spring General Selection
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 240,GRADCTR A 240 242,GRADCTR A 240 242‐1,Single (Suite/Apartment),6,DynamicGender,24‐25 Spring General Selection
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 240,GRADCTR A 240 243,GRADCTR A 240 243‐1,Single (Suite/Apartment),6,DynamicGender,24‐25 Spring General Selection
GRAD CENTER A,GRADCTR A FL 2,GRADCTR A 240,GRADCTR A 240 246,GRADCTR A 240 246‐1,Single (Suite/Apartment),6,DynamicGender,24‐25 Spring General Selection
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 310,GRADCTR A 310 311,GRADCTR A 310 311‐1,Single (Suite/Apartment),5,Female,24‐25 Quiet Housing
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 310,GRADCTR A 310 312,GRADCTR A 310 312‐1,Single (Suite/Apartment),5,Female,24‐25 Quiet Housing
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 310,GRADCTR A 310 314,GRADCTR A 310 314‐1,Single (Suite/Apartment),5,Female,24‐25 Quiet Housing
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 310,GRADCTR A 310 315,GRADCTR A 310 315‐1,Single (Suite/Apartment),5,Female,24‐25 Quiet Housing
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 320,GRADCTR A 320 322,GRADCTR A 320 322‐1,Single (Suite/Apartment),4,CoEd,24‐25 Spring General Selection
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 320,GRADCTR A 320 323,GRADCTR A 320 323‐1,Single (Suite/Apartment),4,CoEd,24‐25 Spring General Selection
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 320,GRADCTR A 320 324,GRADCTR A 320 324‐1,Single (Suite/Apartment),4,CoEd,24‐25 Spring General Selection
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 330,GRADCTR A 330 331,GRADCTR A 330 331‐1,Single (Suite/Apartment),5,DynamicGender,24‐25 Spring General Selection
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 330,GRADCTR A 330 332,GRADCTR A 330 332‐1,Single (Suite/Apartment),5,DynamicGender,24‐25 Spring General Selection
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 330,GRADCTR A 330 334,GRADCTR A 330 334‐1,Single (Suite/Apartment),5,DynamicGender,24‐25 Spring General Selection
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 340,GRADCTR A 340 344,GRADCTR A 340 344‐1,Single (Suite/Apartment),6,DynamicGender,24‐25 Spring General Selection
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 340,GRADCTR A 340 345,GRADCTR A 340 345‐1,Single (Suite/Apartment),6,DynamicGender,24‐25 Spring General Selection
GRAD CENTER A,GRADCTR A FL 3,GRADCTR A 340,GRADCTR A 340 346,GRADCTR A 340 346‐1,Single (Suite/Apartment),6,DynamicGender,24‐25 Spring General Selection
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 410,GRADCTR A 410 411,GRADCTR A 410 411‐1,Single (Suite/Apartment),5,CoEd,24‐25 Quiet Housing
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 410,GRADCTR A 410 412,GRADCTR A 410 412‐1,Single (Suite/Apartment),5,CoEd,24‐25 Quiet Housing
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 410,GRADCTR A 410 413,GRADCTR A 410 413‐1,Single (Suite/Apartment),5,CoEd,24‐25 Quiet Housing
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 410,GRADCTR A 410 414,GRADCTR A 410 414‐1,Single (Suite/Apartment),5,CoEd,24‐25 Quiet Housing
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 410,GRADCTR A 410 415,GRADCTR A 410 415‐1,Single (Suite/Apartment),5,CoEd,24‐25 Quiet Housing
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 420,GRADCTR A 420 421,GRADCTR A 420 421‐1,Single (Suite/Apartment),6,DynamicGender,24‐25 Spring General Selection
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 420,GRADCTR A 420 422,GRADCTR A 420 422‐1,Single (Suite/Apartment),6,DynamicGender,24‐25 Spring General Selection
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 420,GRADCTR A 420 423,GRADCTR A 420 423‐1,Single (Suite/Apartment),6,DynamicGender,24‐25 Spring General Selection
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 420,GRADCTR A 420 424,GRADCTR A 420 424‐1,Single (Suite/Apartment),6,DynamicGender,24‐25 Spring General Selection
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 420,GRADCTR A 420 425,GRADCTR A 420 425‐1,Single (Suite/Apartment),6,DynamicGender,24‐25 Spring General Selection
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 420,GRADCTR A 420 426,GRADCTR A 420 426‐1,Single (Suite/Apartment),6,DynamicGender,24‐25 Spring General Selection
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 430,GRADCTR A 430 434,GRADCTR A 430 434‐1,Single (Suite/Apartment),5,DynamicGender,24‐25 Spring General Selection
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 440,GRADCTR A 440 441,GRADCTR A 440 441‐1,Single (Suite/Apartment),6,DynamicGender,24‐25 Spring General Selection
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 440,GRADCTR A 440 442,GRADCTR A 440 442‐1,Single (Suite/Apartment),6,DynamicGender,24‐25 Spring General Selection
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 440,GRADCTR A 440 443,GRADCTR A 440 443‐1,Single (Suite/Apartment),6,DynamicGender,24‐25 Spring General Selection
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 440,GRADCTR A 440 444,GRADCTR A 440 444‐1,Single (Suite/Apartment),6,DynamicGender,24‐25 Spring General Selection
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 440,GRADCTR A 440 445,GRADCTR A 440 445‐1,Single (Suite/Apartment),6,DynamicGender,24‐25 Spring General Selection
GRAD CENTER A,GRADCTR A FL 4,GRADCTR A 440,GRADCTR A 440 446,GRADCTR A 440 446‐1,Single (Suite/Apartment),6,DynamicGender,24‐25 Spring General Selection
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 510,GRADCTR A 510 511,GRADCTR A 510 511‐1,Single (Suite/Apartment),5,DynamicGender,24‐25 Quiet Housing
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 510,GRADCTR A 510 512,GRADCTR A 510 512‐1,Single (Suite/Apartment),5,DynamicGender,24‐25 Quiet Housing
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 510,GRADCTR A 510 513,GRADCTR A 510 513‐1,Single (Suite/Apartment),5,DynamicGender,24‐25 Quiet Housing
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 510,GRADCTR A 510 514,GRADCTR A 510 514‐1,Single (Suite/Apartment),5,DynamicGender,24‐25 Quiet Housing
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 510,GRADCTR A 510 515,GRADCTR A 510 515‐1,Single (Suite/Apartment),5,DynamicGender,24‐25 Quiet Housing
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 520,GRADCTR A 520 522,GRADCTR A 520 522‐1,Single (Suite/Apartment),5,DynamicGender,24‐25 Quiet Housing
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 520,GRADCTR A 520 523,GRADCTR A 520 523‐1,Single (Suite/Apartment),5,DynamicGender,24‐25 Quiet Housing
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 520,GRADCTR A 520 524,GRADCTR A 520 524‐1,Single (Suite/Apartment),5,DynamicGender,24‐25 Quiet Housing
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 520,GRADCTR A 520 525,GRADCTR A 520 525‐1,Single (Suite/Apartment),5,DynamicGender,24‐25 Quiet Housing
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 530,GRADCTR A 530 531,GRADCTR A 530 531‐1,Single (Suite/Apartment),5,DynamicGender,24‐25 Quiet Housing
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 530,GRADCTR A 530 532,GRADCTR A 530 532‐1,Single (Suite/Apartment),5,DynamicGender,24‐25 Quiet Housing
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 530,GRADCTR A 530 533,GRADCTR A 530 533‐1,Single (Suite/Apartment),5,DynamicGender,24‐25 Quiet Housing
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 530,GRADCTR A 530 534,GRADCTR A 530 534‐1,Single (Suite/Apartment),5,DynamicGender,24‐25 Quiet Housing
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 530,GRADCTR A 530 535,GRADCTR A 530 535‐1,Single (Suite/Apartment),5,DynamicGender,24‐25 Quiet Housing
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 540,GRADCTR A 540 541,GRADCTR A 540 541‐1,Single (Suite/Apartment),6,CoEd,24‐25 Quiet Housing
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 540,GRADCTR A 540 542,GRADCTR A 540 542‐1,Single (Suite/Apartment),6,CoEd,24‐25 Quiet Housing
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 540,GRADCTR A 540 543,GRADCTR A 540 543‐1,Single (Suite/Apartment),6,CoEd,24‐25 Quiet Housing
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 540,GRADCTR A 540 544,GRADCTR A 540 544‐1,Single (Suite/Apartment),6,CoEd,24‐25 Quiet Housing
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 540,GRADCTR A 540 545,GRADCTR A 540 545‐1,Single (Suite/Apartment),6,CoEd,24‐25 Quiet Housing
GRAD CENTER A,GRADCTR A FL 5,GRADCTR A 540,GRADCTR A 540 546,GRADCTR A 540 546‐1,Single (Suite/Apartment),6,CoEd,24‐25 Quiet Housing
GRAD CENTER A,GRADCTR A FL 6,GRADCTR A 610,GRADCTR A 610 611,GRADCTR A 610 611‐1,Single (Suite/Apartment),5,Female,24‐25 Quiet Housing
GRAD CENTER A,GRADCTR A FL 6,GRADCTR A 610,GRADCTR A 610 612,GRADCTR A 610 612‐1,Single (Suite/Apartment),5,Female,24‐25 Quiet Housing
GRAD CENTER A,GRADCTR A FL 6,GRADCTR A 610,GRADCTR A 610 614,GRADCTR A 610 614‐1,Single (Suite/Apartment),5,Female,24‐25 Quiet Housing
GRAD CENTER A,GRADCTR A FL 6,GRADCTR A 610,GRADCTR A 610 615,GRADCTR A 610 615‐1,Single (Suite/Apartment),5,Female,24‐25 Quiet Housing
GRAD CENTER A,GRADCTR A FL 6,GRADCTR A 620,GRADCTR A 620 621,GRADCTR A 620 621‐1,Single (Suite/Apartment),6,CoEd,24‐25 Quiet Housing
GRAD CENTER A,GRADCTR A FL 6,GRADCTR A 620,GRADCTR A 620 622,GRADCTR A 620 622‐1,Single (Suite/Apartment),6,CoEd,24‐25 Quiet Housing
GRAD CENTER A,GRADCTR A FL 6,GRADCTR A 620,GRADCTR A 620 623,GRADCTR A 620 623‐1,Single (Suite/Apartment),6,CoEd,24‐25 Quiet Housing
GRAD CENTER A,GRADCTR A FL 6,GRADCTR A 620,GRADCTR A 620 624,GRADCTR A 620 624‐1,Single (Suite/Apartment),6,CoEd,24‐25 Quiet Housing
GRAD CENTER A,GRADCTR A FL 6,GRADCTR A 620,GRADCTR A 620 625,GRADCTR A 620 625‐1,Single (Suite/Apartment),6,CoEd,24‐25 Quiet Housing
GRAD CENTER A,GRADCTR A FL 6,GRADCTR A 620,GRADCTR A 620 626,GRADCTR A 620 626‐1,Single (Suite/Apartment),6,CoEd,24‐25 Quiet Housing
GRAD CENTER A,GRADCTR A FL 6,GRADCTR A 640,GRADCTR A 640 641,GRADCTR A 640 641‐1,Single (Suite/Apartment),6,DynamicGender,24‐25 Quiet Housing
GRAD CENTER A,GRADCTR A FL 6,GRADCTR A 640,GRADCTR A 640 642,GRADCTR A 640 642‐1,Single (Suite/Apartment),6,DynamicGender,24‐25 Quiet Housing
GRAD CENTER A,GRADCTR A FL 6,GRADCTR A 640,GRADCTR A 640 643,GRADCTR A 640 643‐1,Single (Suite/Apartment),6,DynamicGender,24‐25 Quiet Housing
GRAD CENTER A,GRADCTR A FL 6,GRADCTR A 640,GRADCTR A 640 644,GRADCTR A 640 644‐1,Single (Suite/Apartment),6,DynamicGender,24‐25 Quiet Housing
GRAD CENTER A,GRADCTR A FL 6,GRADCTR A 640,GRADCTR A 640 645,GRADCTR A 640 645‐1,Single (Suite/Apartment),6,DynamicGender,24‐25 Quiet Housing
GRAD CENTER A,GRADCTR A FL 6,GRADCTR A 640,GRADCTR A 640 646,GRADCTR A 640 646‐1,Single (Suite/Apartment),6,DynamicGender,24‐25 Quiet Housing
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 110,GRADCTR B 110 113,GRADCTR B 110 113‐1,Single (Suite/Apartment),5,DynamicGender,24‐25 Spring General Selection
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 110,GRADCTR B 110 115,GRADCTR B 110 115‐1,Single (Suite/Apartment),5,DynamicGender,24‐25 Spring General Selection
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 120,GRADCTR B 120 121,GRADCTR B 120 121‐1,Single (Suite/Apartment),5,CoEd,24‐25 Spring General Selection
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 120,GRADCTR B 120 122,GRADCTR B 120 122‐1,Single (Suite/Apartment),5,CoEd,24‐25 Spring General Selection
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 120,GRADCTR B 120 123,GRADCTR B 120 123‐1,Single (Suite/Apartment),5,CoEd,24‐25 Spring General Selection
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 120,GRADCTR B 120 124,GRADCTR B 120 124‐1,Single (Suite/Apartment),5,CoEd,24‐25 Spring General Selection
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 120,GRADCTR B 120 125,GRADCTR B 120 125‐1,Single (Suite/Apartment),5,CoEd,24‐25 Spring General Selection
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 140,GRADCTR B 140 141,GRADCTR B 140 141‐1,Single (Suite/Apartment),5,CoEd,24‐25 Spring General Selection
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 140,GRADCTR B 140 142,GRADCTR B 140 142‐1,Single (Suite/Apartment),5,CoEd,24‐25 Spring General Selection
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 140,GRADCTR B 140 143,GRADCTR B 140 143‐1,Single (Suite/Apartment),5,CoEd,24‐25 Spring General Selection
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 140,GRADCTR B 140 144,GRADCTR B 140 144‐1,Single (Suite/Apartment),5,CoEd,24‐25 Spring General Selection
GRAD CENTER B,GRADCTR B FL 1,GRADCTR B 140,GRADCTR B 140 145,GRADCTR B 140 145‐1,Single (Suite/Apartment),5,CoEd,24‐25 Spring General Selection
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 210,GRADCTR B 210 212,GRADCTR B 210 212‐1,Single (Suite/Apartment),6,DynamicGender,24‐25 Spring General Selection
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 210,GRADCTR B 210 213,GRADCTR B 210 213‐1,Single (Suite/Apartment),6,DynamicGender,24‐25 Spring General Selection
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 210,GRADCTR B 210 214,GRADCTR B 210 214‐1,Single (Suite/Apartment),6,DynamicGender,24‐25 Spring General Selection
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 210,GRADCTR B 210 215,GRADCTR B 210 215‐1,Single (Suite/Apartment),6,DynamicGender,24‐25 Spring General Selection
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 210,GRADCTR B 210 216,GRADCTR B 210 216‐1,Single (Suite/Apartment),6,DynamicGender,24‐25 Spring General Selection
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 220,GRADCTR B 220 221,GRADCTR B 220 221‐1,Single (Suite/Apartment),4,CoEd,24‐25 Spring General Selection
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 220,GRADCTR B 220 222,GRADCTR B 220 222‐1,Single (Suite/Apartment),4,CoEd,24‐25 Spring General Selection
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 220,GRADCTR B 220 223,GRADCTR B 220 223‐1,Single (Suite/Apartment),4,CoEd,24‐25 Spring General Selection
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 220,GRADCTR B 220 224,GRADCTR B 220 224‐1,Single (Suite/Apartment),4,CoEd,24‐25 Spring General Selection
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 230,GRADCTR B 230 231,GRADCTR B 230 231‐1,Single (Suite/Apartment),5,DynamicGender,24‐25 Spring General Selection
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 230,GRADCTR B 230 232,GRADCTR B 230 232‐1,Single (Suite/Apartment),5,DynamicGender,24‐25 Spring General Selection
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 230,GRADCTR B 230 233,GRADCTR B 230 233‐1,Single (Suite/Apartment),5,DynamicGender,24‐25 Spring General Selection
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 230,GRADCTR B 230 234,GRADCTR B 230 234‐1,Single (Suite/Apartment),5,DynamicGender,24‐25 Spring General Selection
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 230,GRADCTR B 230 235,GRADCTR B 230 235‐1,Single (Suite/Apartment),5,DynamicGender,24‐25 Spring General Selection
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 240,GRADCTR B 240 241,GRADCTR B 240 241‐1,Single (Suite/Apartment),5,DynamicGender,24‐25 Spring General Selection
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 240,GRADCTR B 240 242,GRADCTR B 240 242‐1,Single (Suite/Apartment),5,DynamicGender,24‐25 Spring General Selection
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 240,GRADCTR B 240 243,GRADCTR B 240 243‐1,Single (Suite/Apartment),5,DynamicGender,24‐25 Spring General Selection
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 240,GRADCTR B 240 244,GRADCTR B 240 244‐1,Single (Suite/Apartment),5,DynamicGender,24‐25 Spring General Selection
GRAD CENTER B,GRADCTR B FL 2,GRADCTR B 240,GRADCTR B 240 245,GRADCTR B 240 245‐1,Single (Suite/Apartment),5,DynamicGender,24‐25 Spring General Selection
GRAD CENTER B,GRADCTR B FL 3,GRADCTR B 310,GRADCTR B 310 313,GRADCTR B 310 313‐1,Single (Suite/Apartment),6,DynamicGender,24‐25 Spring General Selection
GRAD CENTER B,GRADCTR B FL 3,GRADCTR B 310,GRADCTR B 310 314,GRADCTR B 310 314‐1,Single (Suite/Apartment),6,DynamicGender,24‐25 Spring General Selection
GRAD CENTER B,GRADCTR B FL 3,GRADCTR B 310,GRADCTR B 310 315,GRADCTR B 310 315‐1,Single (Suite/Apartment),6,DynamicGender,24‐25 Spring General Selection
GRAD CENTER B,GRADCTR B FL 3,GRADCTR B 320,GRADCTR B 320 321,GRADCTR B 320 321‐1,Single (Suite/Apartment),5,DynamicGender,24‐25 Spring General Selection
GRAD CENTER B,GRADCTR B FL 3,GRADCTR B 320,GRADCTR B 320 322,GRADCTR B 320 322‐1,Single (Suite/Apartment),5,DynamicGender,24‐25 Spring General Selection
GRAD CENTER B,GRADCTR B FL 3,GRADCTR B 320,GRADCTR B 320 323,GRADCTR B 320 323‐1,Single (Suite/Apartment),5,DynamicGender,24‐25 Spring General Selection
GRAD CENTER B,GRADCTR B FL 3,GRADCTR B 320,GRADCTR B 320 325,GRADCTR B 320 325‐1,Single (Suite/Apartment),5,DynamicGender,24‐25 Spring General Selection
GRAD CENTER B,GRADCTR B FL 3,GRADCTR B 340,GRADCTR B 340 341,GRADCTR B 340 341‐1,Single (Suite/Apartment),5,DynamicGender,24‐25 Spring General Selection
GRAD CENTER B,GRADCTR B FL 3,GRADCTR B 340,GRADCTR B 340 344,GRADCTR B 340 344‐1,Single (Suite/Apartment),5,DynamicGender,24‐25 Spring General Selection
GRAD CENTER B,GRADCTR B FL 3,GRADCTR B 340,GRADCTR B 340 345,GRADCTR B 340 345‐1,Single (Suite/Apartment),5,DynamicGender,24‐25 Spring General Selection
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 410,GRADCTR B 410 411,GRADCTR B 410 411‐1,Single (Suite/Apartment),6,DynamicGender,24‐25 Spring General Selection
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 410,GRADCTR B 410 412,GRADCTR B 410 412‐1,Single (Suite/Apartment),6,DynamicGender,24‐25 Spring General Selection
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 410,GRADCTR B 410 413,GRADCTR B 410 413‐1,Single (Suite/Apartment),6,DynamicGender,24‐25 Spring General Selection
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 410,GRADCTR B 410 414,GRADCTR B 410 414‐1,Single (Suite/Apartment),6,DynamicGender,24‐25 Spring General Selection
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 410,GRADCTR B 410 415,GRADCTR B 410 415‐1,Single (Suite/Apartment),6,DynamicGender,24‐25 Spring General Selection
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 410,GRADCTR B 410 416,GRADCTR B 410 416‐1,Single (Suite/Apartment),6,DynamicGender,24‐25 Spring General Selection
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 420,GRADCTR B 420 421,GRADCTR B 420 421‐1,Single (Suite/Apartment),5,CoEd,24‐25 Quiet Housing
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 420,GRADCTR B 420 422,GRADCTR B 420 422‐1,Single (Suite/Apartment),5,CoEd,24‐25 Quiet Housing
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 420,GRADCTR B 420 423,GRADCTR B 420 423‐1,Single (Suite/Apartment),5,CoEd,24‐25 Quiet Housing
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 420,GRADCTR B 420 424,GRADCTR B 420 424‐1,Single (Suite/Apartment),5,CoEd,24‐25 Quiet Housing
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 420,GRADCTR B 420 425,GRADCTR B 420 425‐1,Single (Suite/Apartment),5,CoEd,24‐25 Quiet Housing
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 430,GRADCTR B 430 431,GRADCTR B 430 431‐1,Single (Suite/Apartment),6,DynamicGender,24‐25 Quiet Housing
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 430,GRADCTR B 430 432,GRADCTR B 430 432‐1,Single (Suite/Apartment),6,DynamicGender,24‐25 Quiet Housing
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 430,GRADCTR B 430 433,GRADCTR B 430 433‐1,Single (Suite/Apartment),6,DynamicGender,24‐25 Quiet Housing
GRAD CENTER B,GRADCTR B FL 4,GRADCTR B 430,GRADCTR B 430 434,GRADCTR B 430 434‐1,Single (Suite/Apartment),6,DynamicGender,24‐25 Quiet Housing
