Building,Floor,Suite,Room,Bed,Room Type,Suite Size (if applicable),Room Gender,Room Profile
CHAPIN HOUSE,CHAPIN FL 1,CHAPIN 124,CHAPIN 124,CHAPIN 124‐1,Double,,CoEd,24‐25 Spring General Selection
CHAPIN HOUSE,CHAPIN FL 1,CHAPIN 124,CHAPIN 124,CHAPIN 124‐2,Double,,CoEd,24‐25 Spring General Selection
CHAPIN HOUSE,CHAPIN FL 2,CHAPIN 201,CHAPIN 201,CHAPIN 201‐1,Double,,CoEd,24‐25 Spring General Selection
CHAPIN HOUSE,CHAPIN FL 2,CHAPIN 201,CHAPIN 201,CHAPIN 201‐2,Double,,CoEd,24‐25 Spring General Selection
CHAPIN HOUSE,CHAPIN FL 2,CHAPIN 202,CHAPIN 202,CHAPIN 202‐1,Double,,CoEd,24‐25 Spring General Selection
CHAPIN HOUSE,CHAPIN FL 2,CHAPIN 202,CHAPIN 202,CHAPIN 202‐2,Double,,CoEd,24‐25 Spring General Selection
CHAPIN HOUSE,CHAPIN FL 2,CHAPIN 204,CHAPIN 204,CHAPIN 204‐1,Double,,CoEd,24‐25 Spring General Selection
CHAPIN HOUSE,CHAPIN FL 2,CHAPIN 204,CHAPIN 204,CHAPIN 204‐2,Double,,CoEd,24‐25 Spring General Selection
CHAPIN HOUSE,CHAPIN FL 2,CHAPIN 213,CHAPIN 213,CHAPIN 213‐1,Double,,CoEd,24‐25 Spring General Selection
CHAPIN HOUSE,CHAPIN FL 2,CHAPIN 213,CHAPIN 213,CHAPIN 213‐2,Double,,CoEd,24‐25 Spring General Selection
CHAPIN HOUSE,CHAPIN FL 2,CHAPIN 217,CHAPIN 217,CHAPIN 217‐1,Double,,CoEd,24‐25 Spring General Selection
CHAPIN HOUSE,CHAPIN FL 2,CHAPIN 217,CHAPIN 217,CHAPIN 217‐2,Double,,CoEd,24‐25 Spring General Selection
CHAPIN HOUSE,CHAPIN FL 2,CHAPIN 223,CHAPIN 223,CHAPIN 223‐1,Double,,CoEd,24‐25 Spring General Selection
CHAPIN HOUSE,CHAPIN FL 2,CHAPIN 223,CHAPIN 223,CHAPIN 223‐2,Double,,CoEd,24‐25 Spring General Selection
CHAPIN HOUSE,CHAPIN FL 2,CHAPIN 224,CHAPIN 224,CHAPIN 224‐1,Double,,CoEd,24‐25 Spring General Selection
CHAPIN HOUSE,CHAPIN FL 2,CHAPIN 224,CHAPIN 224,CHAPIN 224‐2,Double,,CoEd,24‐25 Spring General Selection
CHAPIN HOUSE,CHAPIN FL 2,CHAPIN 228,CHAPIN 228,CHAPIN 228‐1,Double,,CoEd,24‐25 Spring General Selection
CHAPIN HOUSE,CHAPIN FL 2,CHAPIN 228,CHAPIN 228,CHAPIN 228‐2,Double,,CoEd,24‐25 Spring General Selection
CHAPIN HOUSE,CHAPIN FL 2,CHAPIN 229,CHAPIN 229,CHAPIN 229‐1,Double,,CoEd,24‐25 Spring General Selection
CHAPIN HOUSE,CHAPIN FL 2,CHAPIN 229,CHAPIN 229,CHAPIN 229‐2,Double,,CoEd,24‐25 Spring General Selection
CHAPIN HOUSE,CHAPIN FL 2,CHAPIN 230,CHAPIN 230,CHAPIN 230‐1,Double,,CoEd,24‐25 Spring General Selection
CHAPIN HOUSE,CHAPIN FL 2,CHAPIN 230,CHAPIN 230,CHAPIN 230‐2,Double,,CoEd,24‐25 Spring General Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 301,CHAPIN 301,CHAPIN 301‐1,Double,,CoEd,24‐25 Spring General Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 301,CHAPIN 301,CHAPIN 301‐2,Double,,CoEd,24‐25 Spring General Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 302,CHAPIN 302,CHAPIN 302‐1,Double,,CoEd,24‐25 Spring General Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 302,CHAPIN 302,CHAPIN 302‐2,Double,,CoEd,24‐25 Spring General Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 304,CHAPIN 304,CHAPIN 304‐1,Double,,CoEd,24‐25 Spring General Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 304,CHAPIN 304,CHAPIN 304‐2,Double,,CoEd,24‐25 Spring General Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 307,CHAPIN 307,CHAPIN 307‐1,Double,,CoEd,24‐25 Spring General Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 307,CHAPIN 307,CHAPIN 307‐2,Double,,CoEd,24‐25 Spring General Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 308,CHAPIN 308,CHAPIN 308‐1,Double,,CoEd,24‐25 Spring General Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 308,CHAPIN 308,CHAPIN 308‐2,Double,,CoEd,24‐25 Spring General Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 313,CHAPIN 313,CHAPIN 313‐1,Double,,CoEd,24‐25 Spring General Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 313,CHAPIN 313,CHAPIN 313‐2,Double,,CoEd,24‐25 Spring General Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 314,CHAPIN 314,CHAPIN 314‐1,Double,,CoEd,24‐25 Spring General Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 314,CHAPIN 314,CHAPIN 314‐2,Double,,CoEd,24‐25 Spring General Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 317,CHAPIN 317,CHAPIN 317‐1,Double,,CoEd,24‐25 Spring General Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 317,CHAPIN 317,CHAPIN 317‐2,Double,,CoEd,24‐25 Spring General Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 324,CHAPIN 324,CHAPIN 324‐1,Double,,CoEd,24‐25 Spring General Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 324,CHAPIN 324,CHAPIN 324‐2,Double,,CoEd,24‐25 Spring General Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 328,CHAPIN 328,CHAPIN 328‐1,Double,,CoEd,24‐25 Spring General Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 328,CHAPIN 328,CHAPIN 328‐2,Double,,CoEd,24‐25 Spring General Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 329,CHAPIN 329,CHAPIN 329‐1,Double,,CoEd,24‐25 Spring General Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 329,CHAPIN 329,CHAPIN 329‐2,Double,,CoEd,24‐25 Spring General Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 330,CHAPIN 330,CHAPIN 330‐1,Double,,CoEd,24‐25 Spring General Selection
CHAPIN HOUSE,CHAPIN FL 3,CHAPIN 330,CHAPIN 330,CHAPIN 330‐2,Double,,CoEd,24‐25 Spring General Selection
CHAPIN HOUSE,CHAPIN FL 4,CHAPIN 402,CHAPIN 402,CHAPIN 402‐1,Double,,CoEd,24‐25 Spring General Selection
CHAPIN HOUSE,CHAPIN FL 4,CHAPIN 402,CHAPIN 402,CHAPIN 402‐2,Double,,CoEd,24‐25 Spring General Selection
CHAPIN HOUSE,CHAPIN FL 4,CHAPIN 404,CHAPIN 404,CHAPIN 404‐1,Double,,CoEd,24‐25 Spring General Selection
CHAPIN HOUSE,CHAPIN FL 4,CHAPIN 404,CHAPIN 404,CHAPIN 404‐2,Double,,CoEd,24‐25 Spring General Selection
CHAPIN HOUSE,CHAPIN FL 4,CHAPIN 407,CHAPIN 407,CHAPIN 407‐1,Double,,CoEd,24‐25 Spring General Selection
CHAPIN HOUSE,CHAPIN FL 4,CHAPIN 407,CHAPIN 407,CHAPIN 407‐2,Double,,CoEd,24‐25 Spring General Selection
DIMAN HOUSE,DIMAN FL 1,DIMAN 115,DIMAN 115,DIMAN 115‐1,Triple,,CoEd,24‐25 Spring General Selection
DIMAN HOUSE,DIMAN FL 1,DIMAN 115,DIMAN 115,DIMAN 115‐2,Triple,,CoEd,24‐25 Spring General Selection
DIMAN HOUSE,DIMAN FL 1,DIMAN 115,DIMAN 115,DIMAN 115‐3,Triple,,CoEd,24‐25 Spring General Selection
DIMAN HOUSE,DIMAN FL 1,DIMAN 121,DIMAN 121,DIMAN 121‐1,Double,,CoEd,24‐25 Spring General Selection
DIMAN HOUSE,DIMAN FL 1,DIMAN 121,DIMAN 121,DIMAN 121‐2,Double,,CoEd,24‐25 Spring General Selection
DIMAN HOUSE,DIMAN FL 2,DIMAN 201,DIMAN 201,DIMAN 201‐1,Double,,CoEd,24‐25 Spring General Selection
DIMAN HOUSE,DIMAN FL 2,DIMAN 201,DIMAN 201,DIMAN 201‐2,Double,,CoEd,24‐25 Spring General Selection
DIMAN HOUSE,DIMAN FL 2,DIMAN 215,DIMAN 215,DIMAN 215‐1,Triple,,CoEd,24‐25 Spring General Selection
DIMAN HOUSE,DIMAN FL 2,DIMAN 215,DIMAN 215,DIMAN 215‐2,Triple,,CoEd,24‐25 Spring General Selection
DIMAN HOUSE,DIMAN FL 2,DIMAN 215,DIMAN 215,DIMAN 215‐3,Triple,,CoEd,24‐25 Spring General Selection
DIMAN HOUSE,DIMAN FL 2,DIMAN 217,DIMAN 217,DIMAN 217‐1,Double,,CoEd,24‐25 Spring General Selection
DIMAN HOUSE,DIMAN FL 2,DIMAN 217,DIMAN 217,DIMAN 217‐2,Double,,CoEd,24‐25 Spring General Selection
DIMAN HOUSE,DIMAN FL 2,DIMAN 221,DIMAN 221,DIMAN 221‐1,Triple,,CoEd,24‐25 Spring General Selection
DIMAN HOUSE,DIMAN FL 2,DIMAN 221,DIMAN 221,DIMAN 221‐2,Triple,,CoEd,24‐25 Spring General Selection
DIMAN HOUSE,DIMAN FL 2,DIMAN 221,DIMAN 221,DIMAN 221‐3,Triple,,CoEd,24‐25 Spring General Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 301,DIMAN 301,DIMAN 301‐1,Double,,CoEd,24‐25 Spring General Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 301,DIMAN 301,DIMAN 301‐2,Double,,CoEd,24‐25 Spring General Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 317,DIMAN 317,DIMAN 317‐1,Double,,CoEd,24‐25 Spring General Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 317,DIMAN 317,DIMAN 317‐2,Double,,CoEd,24‐25 Spring General Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 321,DIMAN 321,DIMAN 321‐1,Double,,CoEd,24‐25 Spring General Selection
DIMAN HOUSE,DIMAN FL 3,DIMAN 321,DIMAN 321,DIMAN 321‐2,Double,,CoEd,24‐25 Spring General Selection
DIMAN HOUSE,DIMAN FL 4,DIMAN 404,DIMAN 404,DIMAN 404‐1,Double,,CoEd,24‐25 Spring General Selection
DIMAN HOUSE,DIMAN FL 4,DIMAN 404,DIMAN 404,DIMAN 404‐2,Double,,CoEd,24‐25 Spring General Selection
DIMAN HOUSE,DIMAN FL 4,DIMAN 406,DIMAN 406,DIMAN 406‐1,Double,,CoEd,24‐25 Spring General Selection
DIMAN HOUSE,DIMAN FL 4,DIMAN 406,DIMAN 406,DIMAN 406‐2,Double,,CoEd,24‐25 Spring General Selection
DIMAN HOUSE,DIMAN FL 4,DIMAN 407,DIMAN 407,DIMAN 407‐1,Double,,CoEd,24‐25 Spring General Selection
DIMAN HOUSE,DIMAN FL 4,DIMAN 407,DIMAN 407,DIMAN 407‐2,Double,,CoEd,24‐25 Spring General Selection
DIMAN HOUSE,DIMAN FL 4,DIMAN 427,DIMAN 427,DIMAN 427‐1,Double,,CoEd,24‐25 Spring General Selection
DIMAN HOUSE,DIMAN FL 4,DIMAN 427,DIMAN 427,DIMAN 427‐2,Double,,CoEd,24‐25 Spring General Selection
DIMAN HOUSE,DIMAN FL 4,DIMAN 428,DIMAN 428,DIMAN 428‐1,Double,,CoEd,24‐25 Spring General Selection
DIMAN HOUSE,DIMAN FL 4,DIMAN 428,DIMAN 428,DIMAN 428‐2,Double,,CoEd,24‐25 Spring General Selection
DIMAN HOUSE,DIMAN FL 4,DIMAN 429,DIMAN 429,DIMAN 429‐1,Double,,CoEd,24‐25 Spring General Selection
DIMAN HOUSE,DIMAN FL 4,DIMAN 429,DIMAN 429,DIMAN 429‐2,Double,,CoEd,24‐25 Spring General Selection
DIMAN HOUSE,DIMAN FL 4,DIMAN 431,DIMAN 431,DIMAN 431‐1,Double,,CoEd,24‐25 Spring General Selection
DIMAN HOUSE,DIMAN FL 4,DIMAN 431,DIMAN 431,DIMAN 431‐2,Double,,CoEd,24‐25 Spring General Selection
GODDARD HOUSE,GODDARD FL 1,GODDARD 127,GODDARD 127,GODDARD 127‐1,Double,,CoEd,24‐25 Spring General Selection
GODDARD HOUSE,GODDARD FL 1,GODDARD 127,GODDARD 127,GODDARD 127‐2,Double,,CoEd,24‐25 Spring General Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 201,GODDARD 201,GODDARD 201‐1,Double,,CoEd,24‐25 Spring General Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 201,GODDARD 201,GODDARD 201‐2,Double,,CoEd,24‐25 Spring General Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 202,GODDARD 202,GODDARD 202‐1,Double,,CoEd,24‐25 Spring General Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 202,GODDARD 202,GODDARD 202‐2,Double,,CoEd,24‐25 Spring General Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 223,GODDARD 223,GODDARD 223‐1,Double,,CoEd,24‐25 Spring General Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 223,GODDARD 223,GODDARD 223‐2,Double,,CoEd,24‐25 Spring General Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 227,GODDARD 227,GODDARD 227‐1,Double,,CoEd,24‐25 Spring General Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 227,GODDARD 227,GODDARD 227‐2,Double,,CoEd,24‐25 Spring General Selection
GODDARD HOUSE,GODDARD FL 1,GODDARD 247,GODDARD 247,GODDARD 247‐1,Double,,CoEd,24‐25 Spring General Selection
GODDARD HOUSE,GODDARD FL 1,GODDARD 247,GODDARD 247,GODDARD 247‐2,Double,,CoEd,24‐25 Spring General Selection
GODDARD HOUSE,GODDARD FL 1,GODDARD 248,GODDARD 248,GODDARD 248‐1,Double,,CoEd,24‐25 Spring General Selection
GODDARD HOUSE,GODDARD FL 1,GODDARD 248,GODDARD 248,GODDARD 248‐2,Double,,CoEd,24‐25 Spring General Selection
GODDARD HOUSE,GODDARD FL 3,GODDARD 301,GODDARD 301,GODDARD 301‐1,Double,,CoEd,24‐25 Spring General Selection
GODDARD HOUSE,GODDARD FL 3,GODDARD 301,GODDARD 301,GODDARD 301‐2,Double,,CoEd,24‐25 Spring General Selection
GODDARD HOUSE,GODDARD FL 3,GODDARD 304,GODDARD 304,GODDARD 304‐1,Double,,CoEd,24‐25 Spring General Selection
GODDARD HOUSE,GODDARD FL 3,GODDARD 304,GODDARD 304,GODDARD 304‐2,Double,,CoEd,24‐25 Spring General Selection
GODDARD HOUSE,GODDARD FL 3,GODDARD 323,GODDARD 323,GODDARD 323‐1,Double,,CoEd,24‐25 Spring General Selection
GODDARD HOUSE,GODDARD FL 3,GODDARD 323,GODDARD 323,GODDARD 323‐2,Double,,CoEd,24‐25 Spring General Selection
GODDARD HOUSE,GODDARD FL 3,GODDARD 327,GODDARD 327,GODDARD 327‐1,Double,,CoEd,24‐25 Spring General Selection
GODDARD HOUSE,GODDARD FL 3,GODDARD 327,GODDARD 327,GODDARD 327‐2,Double,,CoEd,24‐25 Spring General Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 346,GODDARD 346,GODDARD 346‐1,Double,,CoEd,24‐25 Spring General Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 346,GODDARD 346,GODDARD 346‐2,Double,,CoEd,24‐25 Spring General Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 347,GODDARD 347,GODDARD 347‐1,Double,,CoEd,24‐25 Spring General Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 347,GODDARD 347,GODDARD 347‐2,Double,,CoEd,24‐25 Spring General Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 348,GODDARD 348,GODDARD 348‐1,Double,,CoEd,24‐25 Spring General Selection
GODDARD HOUSE,GODDARD FL 2,GODDARD 348,GODDARD 348,GODDARD 348‐2,Double,,CoEd,24‐25 Spring General Selection
GODDARD HOUSE,GODDARD FL 4,GODDARD 404,GODDARD 404,GODDARD 404‐1,Double,,CoEd,24‐25 Spring General Selection
GODDARD HOUSE,GODDARD FL 4,GODDARD 404,GODDARD 404,GODDARD 404‐2,Double,,CoEd,24‐25 Spring General Selection
GRAD CENTER B,GRADCTR B FL 5,GRADCTR B 510,GRADCTR B 510 513,GRADCTR B 510 513‐1,Single (Suite/Apartment),6,CoEd,24‐25 Quiet Housing
GRAD CENTER B,GRADCTR B FL 5,GRADCTR B 510,GRADCTR B 510 514,GRADCTR B 510 514‐1,Single (Suite/Apartment),6,CoEd,24‐25 Quiet Housing
GRAD CENTER B,GRADCTR B FL 6,GRADCTR B 610,GRADCTR B 610 612,GRADCTR B 610 612‐1,Single (Suite/Apartment),6,DynamicGender,24‐25 Quiet Housing
