Building,Floor,Suite,Room,Bed,Room Type,Suite Size (if applicable),Room Gender,Room Profile
GRAD CENTER B,GRADCTR B FL 6,GRADCTR B 610,GRADCTR B 610 614,GRADCTR B 610 614‐1,Single (Suite/Apartment),6,DynamicGender,24‐25 Quiet Housing
GRAD CENTER B,GRADCTR B FL 6,GRADCTR B 610,GRADCTR B 610 616,GRADCTR B 610 616‐1,Single (Suite/Apartment),6,DynamicGender,24‐25 Quiet Housing
GRAD CENTER C,GRADCTR C FL 5,GRADCTR C 520,GRADCTR C 520 524,GRADCTR C 520 524‐1,Single (Suite/Apartment),5,Female,24‐25 Same Sex (Female)
GRAD CENTER C,GRADCTR C FL 6,GRADCTR C 610,GRADCTR C 610 615,GRADCTR C 610 615‐1,Single (Suite/Apartment),6,Male,24‐25 Same Sex (Male)
GRAD CENTER C,GRADCTR C FL 6,GRADCTR C 610,GRADCTR C 610 616,GRADCTR C 610 616‐1,Single (Suite/Apartment),6,Male,24‐25 Same Sex (Male)
GREGORIAN QUAD A,GREG A FL 5,GREG A 509,GREG A 509,GREG A 509‐1,Triple,,CoEd,24‐25 Spring General Selection
GREGORIAN QUAD A,GREG A FL 5,GREG A 509,GREG A 509,GREG A 509‐2,Triple,,CoEd,24‐25 Spring General Selection
GREGORIAN QUAD A,GREG A FL 5,GREG A 509,GREG A 509,GREG A 509‐3,Triple,,CoEd,24‐25 Spring General Selection
GREGORIAN QUAD A,GREG A FL 6,GREG A 605,GREG A 605,GREG A 605‐1,Triple,,CoEd,24‐25 Spring General Selection
GREGORIAN QUAD A,GREG A FL 6,GREG A 605,GREG A 605,GREG A 605‐2,Triple,,CoEd,24‐25 Spring General Selection
GREGORIAN QUAD A,GREG A FL 6,GREG A 605,GREG A 605,GREG A 605‐3,Triple,,CoEd,24‐25 Spring General Selection
HARKNESS HOUSE,HARKNESS FL 1,HARKNESS 113,HARKNESS 113,HARKNESS 113‐1,Double,,CoEd,24‐25 Spring General Selection
HARKNESS HOUSE,HARKNESS FL 1,HARKNESS 113,HARKNESS 113,HARKNESS 113‐2,Double,,CoEd,24‐25 Spring General Selection
HARKNESS HOUSE,HARKNESS FL 2,HARKNESS 202,HARKNESS 202,HARKNESS 202‐1,Double,,CoEd,24‐25 Spring General Selection
HARKNESS HOUSE,HARKNESS FL 2,HARKNESS 202,HARKNESS 202,HARKNESS 202‐2,Double,,CoEd,24‐25 Spring General Selection
HARKNESS HOUSE,HARKNESS FL 2,HARKNESS 213,HARKNESS 213,HARKNESS 213‐1,Double,,CoEd,24‐25 Spring General Selection
HARKNESS HOUSE,HARKNESS FL 2,HARKNESS 213,HARKNESS 213,HARKNESS 213‐2,Double,,CoEd,24‐25 Spring General Selection
HARKNESS HOUSE,HARKNESS FL 2,HARKNESS 217,HARKNESS 217,HARKNESS 217‐1,Double,,CoEd,24‐25 Spring General Selection
HARKNESS HOUSE,HARKNESS FL 2,HARKNESS 217,HARKNESS 217,HARKNESS 217‐2,Double,,CoEd,24‐25 Spring General Selection
HARKNESS HOUSE,HARKNESS FL 2,HARKNESS 229,HARKNESS 229,HARKNESS 229‐1,Double,,CoEd,24‐25 Spring General Selection
HARKNESS HOUSE,HARKNESS FL 2,HARKNESS 229,HARKNESS 229,HARKNESS 229‐2,Double,,CoEd,24‐25 Spring General Selection
HARKNESS HOUSE,HARKNESS FL 2,HARKNESS 230,HARKNESS 230,HARKNESS 230‐1,Double,,CoEd,24‐25 Spring General Selection
HARKNESS HOUSE,HARKNESS FL 2,HARKNESS 230,HARKNESS 230,HARKNESS 230‐2,Double,,CoEd,24‐25 Spring General Selection
HARKNESS HOUSE,HARKNESS FL 3,HARKNESS 301,HARKNESS 301,HARKNESS 301‐1,Double,,CoEd,24‐25 Spring General Selection
HARKNESS HOUSE,HARKNESS FL 3,HARKNESS 301,HARKNESS 301,HARKNESS 301‐2,Double,,CoEd,24‐25 Spring General Selection
HARKNESS HOUSE,HARKNESS FL 3,HARKNESS 302,HARKNESS 302,HARKNESS 302‐1,Double,,CoEd,24‐25 Spring General Selection
HARKNESS HOUSE,HARKNESS FL 3,HARKNESS 302,HARKNESS 302,HARKNESS 302‐2,Double,,CoEd,24‐25 Spring General Selection
HARKNESS HOUSE,HARKNESS FL 3,HARKNESS 313,HARKNESS 313,HARKNESS 313‐1,Double,,CoEd,24‐25 Spring General Selection
HARKNESS HOUSE,HARKNESS FL 3,HARKNESS 313,HARKNESS 313,HARKNESS 313‐2,Double,,CoEd,24‐25 Spring General Selection
HARKNESS HOUSE,HARKNESS FL 3,HARKNESS 314,HARKNESS 314,HARKNESS 314‐1,Double,,CoEd,24‐25 Spring General Selection
HARKNESS HOUSE,HARKNESS FL 3,HARKNESS 314,HARKNESS 314,HARKNESS 314‐2,Double,,CoEd,24‐25 Spring General Selection
HARKNESS HOUSE,HARKNESS FL 3,HARKNESS 317,HARKNESS 317,HARKNESS 317‐1,Double,,CoEd,24‐25 Spring General Selection
HARKNESS HOUSE,HARKNESS FL 3,HARKNESS 317,HARKNESS 317,HARKNESS 317‐2,Double,,CoEd,24‐25 Spring General Selection
HARKNESS HOUSE,HARKNESS FL 3,HARKNESS 329,HARKNESS 329,HARKNESS 329‐1,Double,,CoEd,24‐25 Spring General Selection
HARKNESS HOUSE,HARKNESS FL 3,HARKNESS 329,HARKNESS 329,HARKNESS 329‐2,Double,,CoEd,24‐25 Spring General Selection
HARKNESS HOUSE,HARKNESS FL 3,HARKNESS 330,HARKNESS 330,HARKNESS 330‐1,Double,,CoEd,24‐25 Spring General Selection
HARKNESS HOUSE,HARKNESS FL 3,HARKNESS 330,HARKNESS 330,HARKNESS 330‐2,Double,,CoEd,24‐25 Spring General Selection
HARKNESS HOUSE,HARKNESS FL 4,HARKNESS 410,HARKNESS 410,HARKNESS 410‐1,Double,,CoEd,24‐25 Spring General Selection
HARKNESS HOUSE,HARKNESS FL 4,HARKNESS 410,HARKNESS 410,HARKNESS 410‐2,Double,,CoEd,24‐25 Spring General Selection
HARKNESS HOUSE,HARKNESS FL 4,HARKNESS 422,HARKNESS 422,HARKNESS 422‐1,Double,,CoEd,24‐25 Spring General Selection
HARKNESS HOUSE,HARKNESS FL 4,HARKNESS 422,HARKNESS 422,HARKNESS 422‐2,Double,,CoEd,24‐25 Spring General Selection
HARKNESS HOUSE,HARKNESS FL 4,HARKNESS 426,HARKNESS 426,HARKNESS 426‐1,Double,,CoEd,24‐25 Spring General Selection
HARKNESS HOUSE,HARKNESS FL 4,HARKNESS 426,HARKNESS 426,HARKNESS 426‐2,Double,,CoEd,24‐25 Spring General Selection
HARKNESS HOUSE,HARKNESS FL 4,HARKNESS 430,HARKNESS 430,HARKNESS 430‐1,Double,,CoEd,24‐25 Spring General Selection
HARKNESS HOUSE,HARKNESS FL 4,HARKNESS 430,HARKNESS 430,HARKNESS 430‐2,Double,,CoEd,24‐25 Spring General Selection
HOPE COLLEGE,HOPE FL 1,HOPE 107,HOPE 107,HOPE 107‐1,Double,,CoEd,24‐25 Spring General Selection
HOPE COLLEGE,HOPE FL 1,HOPE 107,HOPE 107,HOPE 107‐2,Double,,CoEd,24‐25 Spring General Selection
HOPE COLLEGE,HOPE FL 2,HOPE 207,HOPE 207,HOPE 207‐1,Double,,CoEd,24‐25 Spring General Selection
HOPE COLLEGE,HOPE FL 2,HOPE 207,HOPE 207,HOPE 207‐2,Double,,CoEd,24‐25 Spring General Selection
HOPE COLLEGE,HOPE FL 4,HOPE 401,HOPE 401,HOPE 401‐1,Double,,CoEd,24‐25 Spring General Selection
HOPE COLLEGE,HOPE FL 4,HOPE 401,HOPE 401,HOPE 401‐2,Double,,CoEd,24‐25 Spring General Selection
HOPE COLLEGE,HOPE FL 4,HOPE 403,HOPE 403,HOPE 403‐1,Double,,CoEd,24‐25 Spring General Selection
HOPE COLLEGE,HOPE FL 4,HOPE 403,HOPE 403,HOPE 403‐2,Double,,CoEd,24‐25 Spring General Selection
HOPE COLLEGE,HOPE FL 4,HOPE 407,HOPE 407,HOPE 407‐1,Double,,CoEd,24‐25 Spring General Selection
HOPE COLLEGE,HOPE FL 4,HOPE 407,HOPE 407,HOPE 407‐2,Double,,CoEd,24‐25 Spring General Selection
HOPE COLLEGE,HOPE FL 4,HOPE 415,HOPE 415,HOPE 415‐1,Double,,CoEd,24‐25 Spring General Selection
HOPE COLLEGE,HOPE FL 4,HOPE 415,HOPE 415,HOPE 415‐2,Double,,CoEd,24‐25 Spring General Selection
HOPE COLLEGE,HOPE FL 4,HOPE 417,HOPE 417,HOPE 417‐1,Double,,CoEd,24‐25 Spring General Selection
HOPE COLLEGE,HOPE FL 4,HOPE 417,HOPE 417,HOPE 417‐2,Double,,CoEd,24‐25 Spring General Selection
HOPE COLLEGE,HOPE FL 4,HOPE 419,HOPE 419,HOPE 419‐1,Double,,CoEd,24‐25 Spring General Selection
HOPE COLLEGE,HOPE FL 4,HOPE 419,HOPE 419,HOPE 419‐2,Double,,CoEd,24‐25 Spring General Selection
HOPE COLLEGE,HOPE FL 4,HOPE 420,HOPE 420,HOPE 420‐1,Double,,CoEd,24‐25 Spring General Selection
HOPE COLLEGE,HOPE FL 4,HOPE 420,HOPE 420,HOPE 420‐2,Double,,CoEd,24‐25 Spring General Selection
KING HOUSE,KING FL 2,KING 208,KING 208,KING 208‐1,Double,,CoEd,24‐25 Spring General Selection
KING HOUSE,KING FL 2,KING 208,KING 208,KING 208‐2,Double,,CoEd,24‐25 Spring General Selection
KING HOUSE,KING FL 3,KING 303,KING 303,KING 303‐1,Double,,CoEd,24‐25 Spring General Selection
KING HOUSE,KING FL 3,KING 303,KING 303,KING 303‐2,Double,,CoEd,24‐25 Spring General Selection
LITTLEFIELD HALL,LITTLEFLD FL 1,LITTLEFLD 101,LITTLEFLD 101,LITTLEFLD 101‐1,Double,,CoEd,24‐25 Spring General Selection
LITTLEFIELD HALL,LITTLEFLD FL 1,LITTLEFLD 101,LITTLEFLD 101,LITTLEFLD 101‐2,Double,,CoEd,24‐25 Spring General Selection
LITTLEFIELD HALL,LITTLEFLD FL 1,LITTLEFLD 102,LITTLEFLD 102,LITTLEFLD 102‐1,Double,,CoEd,24‐25 Spring General Selection
LITTLEFIELD HALL,LITTLEFLD FL 1,LITTLEFLD 102,LITTLEFLD 102,LITTLEFLD 102‐2,Double,,CoEd,24‐25 Spring General Selection
LITTLEFIELD HALL,LITTLEFLD FL 1,LITTLEFLD 105,LITTLEFLD 105,LITTLEFLD 105‐1,Double,,CoEd,24‐25 Spring General Selection
LITTLEFIELD HALL,LITTLEFLD FL 1,LITTLEFLD 105,LITTLEFLD 105,LITTLEFLD 105‐2,Double,,CoEd,24‐25 Spring General Selection
LITTLEFIELD HALL,LITTLEFLD FL 1,LITTLEFLD 107,LITTLEFLD 107,LITTLEFLD 107‐1,Double,,CoEd,24‐25 Spring General Selection
LITTLEFIELD HALL,LITTLEFLD FL 1,LITTLEFLD 107,LITTLEFLD 107,LITTLEFLD 107‐2,Double,,CoEd,24‐25 Spring General Selection
LITTLEFIELD HALL,LITTLEFLD FL 1,LITTLEFLD 108,LITTLEFLD 108,LITTLEFLD 108‐1,Double,,CoEd,24‐25 Spring General Selection
LITTLEFIELD HALL,LITTLEFLD FL 1,LITTLEFLD 108,LITTLEFLD 108,LITTLEFLD 108‐2,Double,,CoEd,24‐25 Spring General Selection
LITTLEFIELD HALL,LITTLEFLD FL 1,LITTLEFLD 109,LITTLEFLD 109,LITTLEFLD 109‐1,Double,,CoEd,24‐25 Spring General Selection
LITTLEFIELD HALL,LITTLEFLD FL 1,LITTLEFLD 109,LITTLEFLD 109,LITTLEFLD 109‐2,Double,,CoEd,24‐25 Spring General Selection
LITTLEFIELD HALL,LITTLEFLD FL 2,LITTLEFLD 201,LITTLEFLD 201,LITTLEFLD 201‐1,Double,,CoEd,24‐25 Spring General Selection
LITTLEFIELD HALL,LITTLEFLD FL 2,LITTLEFLD 201,LITTLEFLD 201,LITTLEFLD 201‐2,Double,,CoEd,24‐25 Spring General Selection
LITTLEFIELD HALL,LITTLEFLD FL 2,LITTLEFLD 202,LITTLEFLD 202,LITTLEFLD 202‐1,Double,,CoEd,24‐25 Spring General Selection
LITTLEFIELD HALL,LITTLEFLD FL 2,LITTLEFLD 202,LITTLEFLD 202,LITTLEFLD 202‐2,Double,,CoEd,24‐25 Spring General Selection
LITTLEFIELD HALL,LITTLEFLD FL 2,LITTLEFLD 205,LITTLEFLD 205,LITTLEFLD 205‐1,Double,,CoEd,24‐25 Spring General Selection
LITTLEFIELD HALL,LITTLEFLD FL 2,LITTLEFLD 205,LITTLEFLD 205,LITTLEFLD 205‐2,Double,,CoEd,24‐25 Spring General Selection
LITTLEFIELD HALL,LITTLEFLD FL 2,LITTLEFLD 209,LITTLEFLD 209,LITTLEFLD 209‐1,Double,,CoEd,24‐25 Spring General Selection
LITTLEFIELD HALL,LITTLEFLD FL 2,LITTLEFLD 209,LITTLEFLD 209,LITTLEFLD 209‐2,Double,,CoEd,24‐25 Spring General Selection
LITTLEFIELD HALL,LITTLEFLD FL 3,LITTLEFLD 302,LITTLEFLD 302,LITTLEFLD 302‐1,Double,,CoEd,24‐25 Spring General Selection
LITTLEFIELD HALL,LITTLEFLD FL 3,LITTLEFLD 302,LITTLEFLD 302,LITTLEFLD 302‐2,Double,,CoEd,24‐25 Spring General Selection
LITTLEFIELD HALL,LITTLEFLD FL 3,LITTLEFLD 305,LITTLEFLD 305,LITTLEFLD 305‐1,Double,,CoEd,24‐25 Spring General Selection
LITTLEFIELD HALL,LITTLEFLD FL 3,LITTLEFLD 305,LITTLEFLD 305,LITTLEFLD 305‐2,Double,,CoEd,24‐25 Spring General Selection
LITTLEFIELD HALL,LITTLEFLD FL 3,LITTLEFLD 309,LITTLEFLD 309,LITTLEFLD 309‐1,Double,,CoEd,24‐25 Spring General Selection
LITTLEFIELD HALL,LITTLEFLD FL 3,LITTLEFLD 309,LITTLEFLD 309,LITTLEFLD 309‐2,Double,,CoEd,24‐25 Spring General Selection
LITTLEFIELD HALL,LITTLEFLD FL 4,LITTLEFLD 401,LITTLEFLD 401,LITTLEFLD 401‐1,Double,,CoEd,24‐25 Spring General Selection
LITTLEFIELD HALL,LITTLEFLD FL 4,LITTLEFLD 401,LITTLEFLD 401,LITTLEFLD 401‐2,Double,,CoEd,24‐25 Spring General Selection
LITTLEFIELD HALL,LITTLEFLD FL 4,LITTLEFLD 402,LITTLEFLD 402,LITTLEFLD 402‐1,Double,,CoEd,24‐25 Spring General Selection
LITTLEFIELD HALL,LITTLEFLD FL 4,LITTLEFLD 402,LITTLEFLD 402,LITTLEFLD 402‐2,Double,,CoEd,24‐25 Spring General Selection
LITTLEFIELD HALL,LITTLEFLD FL 4,LITTLEFLD 405,LITTLEFLD 405,LITTLEFLD 405‐1,Double,,CoEd,24‐25 Spring General Selection
LITTLEFIELD HALL,LITTLEFLD FL 4,LITTLEFLD 405,LITTLEFLD 405,LITTLEFLD 405‐2,Double,,CoEd,24‐25 Spring General Selection
LITTLEFIELD HALL,LITTLEFLD FL 4,LITTLEFLD 407,LITTLEFLD 407,LITTLEFLD 407‐1,Double,,CoEd,24‐25 Spring General Selection
LITTLEFIELD HALL,LITTLEFLD FL 4,LITTLEFLD 407,LITTLEFLD 407,LITTLEFLD 407‐2,Double,,CoEd,24‐25 Spring General Selection
LITTLEFIELD HALL,LITTLEFLD FL 4,LITTLEFLD 408,LITTLEFLD 408,LITTLEFLD 408‐1,Double,,CoEd,24‐25 Spring General Selection
LITTLEFIELD HALL,LITTLEFLD FL 4,LITTLEFLD 408,LITTLEFLD 408,LITTLEFLD 408‐2,Double,,CoEd,24‐25 Spring General Selection
LITTLEFIELD HALL,LITTLEFLD FL 4,LITTLEFLD 409,LITTLEFLD 409,LITTLEFLD 409‐1,Double,,CoEd,24‐25 Spring General Selection
LITTLEFIELD HALL,LITTLEFLD FL 4,LITTLEFLD 409,LITTLEFLD 409,LITTLEFLD 409‐2,Double,,CoEd,24‐25 Spring General Selection
LITTLEFIELD HALL,LITTLEFLD FL 4,LITTLEFLD 411,LITTLEFLD 411,LITTLEFLD 411‐1,Double,,CoEd,24‐25 Spring General Selection
LITTLEFIELD HALL,LITTLEFLD FL 4,LITTLEFLD 411,LITTLEFLD 411,LITTLEFLD 411‐2,Double,,CoEd,24‐25 Spring General Selection
MARCY HOUSE,MARCY FL 1,MARCY 119,MARCY 119,MARCY 119‐1,Triple,,CoEd,24‐25 Spring General Selection
MARCY HOUSE,MARCY FL 1,MARCY 119,MARCY 119,MARCY 119‐2,Triple,,CoEd,24‐25 Spring General Selection
MARCY HOUSE,MARCY FL 1,MARCY 119,MARCY 119,MARCY 119‐3,Triple,,CoEd,24‐25 Spring General Selection
MARCY HOUSE,MARCY FL 1,MARCY 121,MARCY 121,MARCY 121‐1,Double,,CoEd,24‐25 Spring General Selection
MARCY HOUSE,MARCY FL 1,MARCY 121,MARCY 121,MARCY 121‐2,Double,,CoEd,24‐25 Spring General Selection
MARCY HOUSE,MARCY FL 1,MARCY 125,MARCY 125,MARCY 125‐1,Double,,CoEd,24‐25 Spring General Selection
MARCY HOUSE,MARCY FL 1,MARCY 125,MARCY 125,MARCY 125‐2,Double,,CoEd,24‐25 Spring General Selection
MARCY HOUSE,MARCY FL 1,MARCY 201,MARCY 201,MARCY 201‐1,Double,,CoEd,24‐25 Spring General Selection
MARCY HOUSE,MARCY FL 1,MARCY 201,MARCY 201,MARCY 201‐2,Double,,CoEd,24‐25 Spring General Selection
MARCY HOUSE,MARCY FL 2,MARCY 219,MARCY 219,MARCY 219‐1,Triple,,CoEd,24‐25 Spring General Selection
MARCY HOUSE,MARCY FL 2,MARCY 219,MARCY 219,MARCY 219‐2,Triple,,CoEd,24‐25 Spring General Selection
MARCY HOUSE,MARCY FL 2,MARCY 219,MARCY 219,MARCY 219‐3,Triple,,CoEd,24‐25 Spring General Selection
MARCY HOUSE,MARCY FL 2,MARCY 221,MARCY 221,MARCY 221‐1,Double,,CoEd,24‐25 Spring General Selection
MARCY HOUSE,MARCY FL 2,MARCY 221,MARCY 221,MARCY 221‐2,Double,,CoEd,24‐25 Spring General Selection
MARCY HOUSE,MARCY FL 2,MARCY 225,MARCY 225,MARCY 225‐1,Triple,,CoEd,24‐25 Spring General Selection
MARCY HOUSE,MARCY FL 2,MARCY 225,MARCY 225,MARCY 225‐2,Triple,,CoEd,24‐25 Spring General Selection
MARCY HOUSE,MARCY FL 2,MARCY 225,MARCY 225,MARCY 225‐3,Triple,,CoEd,24‐25 Spring General Selection
MARCY HOUSE,MARCY FL 2,MARCY 241,MARCY 241,MARCY 241‐1,Double,,CoEd,24‐25 Spring General Selection
MARCY HOUSE,MARCY FL 2,MARCY 241,MARCY 241,MARCY 241‐2,Double,,CoEd,24‐25 Spring General Selection
MARCY HOUSE,MARCY FL 2,MARCY 242,MARCY 242,MARCY 242‐1,Double,,CoEd,24‐25 Spring General Selection
MARCY HOUSE,MARCY FL 2,MARCY 242,MARCY 242,MARCY 242‐2,Double,,CoEd,24‐25 Spring General Selection
MARCY HOUSE,MARCY FL 2,MARCY 301,MARCY 301,MARCY 301‐1,Double,,CoEd,24‐25 Spring General Selection
MARCY HOUSE,MARCY FL 2,MARCY 301,MARCY 301,MARCY 301‐2,Double,,CoEd,24‐25 Spring General Selection
MARCY HOUSE,MARCY FL 2,MARCY 302,MARCY 302,MARCY 302‐1,Double,,CoEd,24‐25 Spring General Selection
MARCY HOUSE,MARCY FL 2,MARCY 302,MARCY 302,MARCY 302‐2,Double,,CoEd,24‐25 Spring General Selection
MARCY HOUSE,MARCY FL 2,MARCY 304,MARCY 304,MARCY 304‐1,Double,,CoEd,24‐25 Spring General Selection
MARCY HOUSE,MARCY FL 2,MARCY 304,MARCY 304,MARCY 304‐2,Double,,CoEd,24‐25 Spring General Selection
MARCY HOUSE,MARCY FL 3,MARCY 319,MARCY 319,MARCY 319‐1,Triple,,CoEd,24‐25 Spring General Selection
MARCY HOUSE,MARCY FL 3,MARCY 319,MARCY 319,MARCY 319‐2,Triple,,CoEd,24‐25 Spring General Selection
MARCY HOUSE,MARCY FL 3,MARCY 319,MARCY 319,MARCY 319‐3,Triple,,CoEd,24‐25 Spring General Selection
MARCY HOUSE,MARCY FL 3,MARCY 321,MARCY 321,MARCY 321‐1,Double,,CoEd,24‐25 Spring General Selection
MARCY HOUSE,MARCY FL 3,MARCY 321,MARCY 321,MARCY 321‐2,Double,,CoEd,24‐25 Spring General Selection
MARCY HOUSE,MARCY FL 3,MARCY 325,MARCY 325,MARCY 325‐1,Double,,CoEd,24‐25 Spring General Selection
MARCY HOUSE,MARCY FL 3,MARCY 325,MARCY 325,MARCY 325‐2,Double,,CoEd,24‐25 Spring General Selection
MARCY HOUSE,MARCY FL 3,MARCY 336,MARCY 336,MARCY 336‐1,Double,,CoEd,24‐25 Spring General Selection
MARCY HOUSE,MARCY FL 3,MARCY 336,MARCY 336,MARCY 336‐2,Double,,CoEd,24‐25 Spring General Selection
MARCY HOUSE,MARCY FL 3,MARCY 340,MARCY 340,MARCY 340‐1,Double,,CoEd,24‐25 Spring General Selection
MARCY HOUSE,MARCY FL 3,MARCY 340,MARCY 340,MARCY 340‐2,Double,,CoEd,24‐25 Spring General Selection
MARCY HOUSE,MARCY FL 3,MARCY 341,MARCY 341,MARCY 341‐1,Double,,CoEd,24‐25 Spring General Selection
MARCY HOUSE,MARCY FL 3,MARCY 341,MARCY 341,MARCY 341‐2,Double,,CoEd,24‐25 Spring General Selection
MARCY HOUSE,MARCY FL 3,MARCY 342,MARCY 342,MARCY 342‐1,Double,,CoEd,24‐25 Spring General Selection
MARCY HOUSE,MARCY FL 3,MARCY 342,MARCY 342,MARCY 342‐2,Double,,CoEd,24‐25 Spring General Selection
MARCY HOUSE,MARCY FL 4,MARCY 438,MARCY 438,MARCY 438‐1,Double,,CoEd,24‐25 Spring General Selection
MARCY HOUSE,MARCY FL 4,MARCY 438,MARCY 438,MARCY 438‐2,Double,,CoEd,24‐25 Spring General Selection
OLNEY HOUSE,OLNEY FL 1,OLNEY 113,OLNEY 113,OLNEY 113‐1,Double,,CoEd,24‐25 Spring General Selection
OLNEY HOUSE,OLNEY FL 1,OLNEY 113,OLNEY 113,OLNEY 113‐2,Double,,CoEd,24‐25 Spring General Selection
OLNEY HOUSE,OLNEY FL 1,OLNEY 117,OLNEY 117,OLNEY 117‐1,Double,,CoEd,24‐25 Spring General Selection
OLNEY HOUSE,OLNEY FL 1,OLNEY 117,OLNEY 117,OLNEY 117‐2,Double,,CoEd,24‐25 Spring General Selection
OLNEY HOUSE,OLNEY FL 2,OLNEY 201,OLNEY 201,OLNEY 201‐1,Double,,CoEd,24‐25 Spring General Selection
OLNEY HOUSE,OLNEY FL 2,OLNEY 201,OLNEY 201,OLNEY 201‐2,Double,,CoEd,24‐25 Spring General Selection
OLNEY HOUSE,OLNEY FL 2,OLNEY 202,OLNEY 202,OLNEY 202‐1,Double,,CoEd,24‐25 Spring General Selection
OLNEY HOUSE,OLNEY FL 2,OLNEY 202,OLNEY 202,OLNEY 202‐2,Double,,CoEd,24‐25 Spring General Selection
OLNEY HOUSE,OLNEY FL 2,OLNEY 213,OLNEY 213,OLNEY 213‐1,Double,,CoEd,24‐25 Spring General Selection
OLNEY HOUSE,OLNEY FL 2,OLNEY 213,OLNEY 213,OLNEY 213‐2,Double,,CoEd,24‐25 Spring General Selection
OLNEY HOUSE,OLNEY FL 2,OLNEY 217,OLNEY 217,OLNEY 217‐1,Double,,CoEd,24‐25 Spring General Selection
OLNEY HOUSE,OLNEY FL 2,OLNEY 217,OLNEY 217,OLNEY 217‐2,Double,,CoEd,24‐25 Spring General Selection
OLNEY HOUSE,OLNEY FL 2,OLNEY 236,OLNEY 236,OLNEY 236‐1,Double,,CoEd,24‐25 Spring General Selection
OLNEY HOUSE,OLNEY FL 2,OLNEY 236,OLNEY 236,OLNEY 236‐2,Double,,CoEd,24‐25 Spring General Selection
OLNEY HOUSE,OLNEY FL 3,OLNEY 301,OLNEY 301,OLNEY 301‐1,Double,,CoEd,24‐25 Spring General Selection
OLNEY HOUSE,OLNEY FL 3,OLNEY 301,OLNEY 301,OLNEY 301‐2,Double,,CoEd,24‐25 Spring General Selection
OLNEY HOUSE,OLNEY FL 3,OLNEY 302,OLNEY 302,OLNEY 302‐1,Double,,CoEd,24‐25 Spring General Selection
OLNEY HOUSE,OLNEY FL 3,OLNEY 302,OLNEY 302,OLNEY 302‐2,Double,,CoEd,24‐25 Spring General Selection
OLNEY HOUSE,OLNEY FL 3,OLNEY 313,OLNEY 313,OLNEY 313‐1,Double,,CoEd,24‐25 Spring General Selection
OLNEY HOUSE,OLNEY FL 3,OLNEY 313,OLNEY 313,OLNEY 313‐2,Double,,CoEd,24‐25 Spring General Selection
OLNEY HOUSE,OLNEY FL 3,OLNEY 317,OLNEY 317,OLNEY 317‐1,Double,,CoEd,24‐25 Spring General Selection
OLNEY HOUSE,OLNEY FL 3,OLNEY 317,OLNEY 317,OLNEY 317‐2,Double,,CoEd,24‐25 Spring General Selection
OLNEY HOUSE,OLNEY FL 3,OLNEY 336,OLNEY 336,OLNEY 336‐1,Double,,CoEd,24‐25 Spring General Selection
OLNEY HOUSE,OLNEY FL 3,OLNEY 336,OLNEY 336,OLNEY 336‐2,Double,,CoEd,24‐25 Spring General Selection
OLNEY HOUSE,OLNEY FL 4,OLNEY 404,OLNEY 404,OLNEY 404‐1,Double,,CoEd,24‐25 Spring General Selection
OLNEY HOUSE,OLNEY FL 4,OLNEY 404,OLNEY 404,OLNEY 404‐2,Double,,CoEd,24‐25 Spring General Selection
OLNEY HOUSE,OLNEY FL 4,OLNEY 406,OLNEY 406,OLNEY 406‐1,Double,,CoEd,24‐25 Spring General Selection
OLNEY HOUSE,OLNEY FL 4,OLNEY 406,OLNEY 406,OLNEY 406‐2,Double,,CoEd,24‐25 Spring General Selection
OLNEY HOUSE,OLNEY FL 4,OLNEY 408,OLNEY 408,OLNEY 408‐1,Double,,CoEd,24‐25 Spring General Selection
OLNEY HOUSE,OLNEY FL 4,OLNEY 408,OLNEY 408,OLNEY 408‐2,Double,,CoEd,24‐25 Spring General Selection
OLNEY HOUSE,OLNEY FL 4,OLNEY 409,OLNEY 409,OLNEY 409‐1,Double,,CoEd,24‐25 Spring General Selection
OLNEY HOUSE,OLNEY FL 4,OLNEY 409,OLNEY 409,OLNEY 409‐2,Double,,CoEd,24‐25 Spring General Selection
OLNEY HOUSE,OLNEY FL 4,OLNEY 431,OLNEY 431,OLNEY 431‐1,Double,,CoEd,24‐25 Spring General Selection
OLNEY HOUSE,OLNEY FL 4,OLNEY 431,OLNEY 431,OLNEY 431‐2,Double,,CoEd,24‐25 Spring General Selection
OLNEY HOUSE,OLNEY FL 4,OLNEY 433,OLNEY 433,OLNEY 433‐1,Double,,CoEd,24‐25 Spring General Selection
OLNEY HOUSE,OLNEY FL 4,OLNEY 433,OLNEY 433,OLNEY 433‐2,Double,,CoEd,24‐25 Spring General Selection
PERKINS HALL,PERKINS FL 1,PERKINS 103,PERKINS 103,PERKINS 103‐1,Double,,CoEd,24‐25 Spring General Selection
PERKINS HALL,PERKINS FL 1,PERKINS 103,PERKINS 103,PERKINS 103‐2,Double,,CoEd,24‐25 Spring General Selection
PERKINS HALL,PERKINS FL 1,PERKINS 113,PERKINS 113,PERKINS 113‐1,Double,,CoEd,24‐25 Spring General Selection
PERKINS HALL,PERKINS FL 1,PERKINS 113,PERKINS 113,PERKINS 113‐2,Double,,CoEd,24‐25 Spring General Selection
PERKINS HALL,PERKINS FL 1,PERKINS 114,PERKINS 114,PERKINS 114‐1,Double,,CoEd,24‐25 Spring General Selection
